3529526,3530284,-
3662297,3664915,-
372375,373325,+
3858482,3859846,+
4324315,4324587,+
1349232,1349456,+
1294452,1295090,+
3167906,3168559,-
2425707,2426519,-
2354616,2355158,-
2412208,2412570,+
3081360,3082496,+
3588267,3588668,+
3061564,3062952,-
2148495,2151572,+
3891524,3892057,-
1315723,1315890,+
3376547,3377998,+
2498800,2499126,-
1311480,1314077,+
37898,39115,-
3729672,3731516,-
3582648,3583235,+
4202923,4203195,-
1079075,1080202,+
3770998,3771849,-
3889970,3891511,-
2254747,2255928,+
3374857,3376206,+
4301590,4302468,+
4354873,4355850,+
490336,490713,+
2042770,2043474,-
721821,723869,-
1755556,1756422,+
3296706,3296975,-
1597457,1598647,+
167484,167960,+
2638251,2639027,-
2101228,2102085,-
602784,603032,-
594312,595535,+
2074372,2074599,-
182220,183644,+
157253,157732,-
4151560,4152057,+
3088186,3088461,+
688707,689174,-
2858085,2859512,-
2781305,2781604,+
376989,377822,-
2142578,2143237,-
622903,624513,+
2737699,2738040,+
397326,398420,+
3988085,3988846,+
2207507,2208664,-
755539,758340,+
2371605,2371910,-
351910,353079,+
2559564,2559899,-
1310849,1311100,-
4285580,4286029,+
3835553,3836269,+
1876318,1876497,-
571920,572375,+
178998,179798,-
875574,876689,+
1180630,1181487,-
3077593,3078009,+
3951610,3952350,+
3327563,3328129,+
54755,57109,-
3847794,3848606,-
2241724,2242581,+
310644,311231,-
2702829,2703248,+
2519045,2521060,-
1707790,1708389,+
194857,196053,+
1777323,1779710,-
3709152,3711182,+
699644,700444,-
3125379,3127082,-
2225372,2226607,+
1013371,1015131,-
953594,954286,+
1267658,1268335,+
3246544,3246738,-
2089972,2091378,-
2558396,2559097,-
3728331,3729482,-
3017750,3019267,-
4170354,4171025,+
4265884,4266480,+
2233868,2234536,-
1338233,1339618,-
4429544,4430095,-
1724368,1725009,-
1410844,1412841,+
4372902,4374182,+
884255,884791,+
2361791,2363443,+
2232694,2233851,-
3863269,3864444,+
721240,721812,-
2575341,2575697,+
3459210,3459773,-
26277,27227,+
4085380,4086126,-
2735889,2737550,+
3878507,3879232,-
2289599,2290462,-
595547,598690,+
1774576,1774908,-
2083578,2084645,+
4094034,4094888,-
1042681,1044777,-
2517830,2518828,+
506057,506536,-
514310,515227,-
3062980,3063423,-
4119118,4119969,-
4556598,4557314,-
4327184,4328641,-
2503926,2505128,+
2922981,2923403,+
775900,776421,+
1959613,1959963,-
4247101,4247382,-
3959539,3960720,-
2234794,2235630,+
798720,800153,+
529099,529470,-
602351,602719,-
100765,102240,+
1540336,1541358,-
3556622,3557062,+
2422557,2423825,-
3892890,3893705,-
3413487,3413666,-
151003,151599,-
1508320,1510368,+
926028,927794,-
1130815,1131570,+
967684,968430,+
3932331,3934352,+
1101460,1101915,+
2453895,2454953,+
2283291,2283848,-
3118224,3118916,+
1273088,1273996,+
1633279,1634475,+
1041496,1042635,-
961152,963416,+
4506026,4506283,-
2988101,2989879,-
3284763,3285206,-
3376315,3376557,+
224169,224744,+
581513,582466,-
2382395,2383924,-
2312750,2314135,+
657258,658211,-
2595994,2598006,+
3945262,3946143,+
919198,919422,-
252234,253289,+
3205558,3206541,+
4213120,4214595,-
2293634,2293897,-
3413049,3413483,-
1542924,1543505,-
2908828,2909373,-
1001600,1002610,+
96002,97084,+
25207,25701,+
416596,417285,+
4280719,4281699,-
4126653,4127657,+
3444662,3445384,-
479544,479762,-
3035208,3036410,-
4551449,4552318,-
2304372,2307044,+
1771575,1773011,-
4191865,4194051,-
2691892,2692848,-
2927430,2928635,+
94650,96008,+
106557,107474,+
744754,745815,-
1587775,1588533,+
2818005,2819138,+
1806906,1807391,-
1459568,1461325,+
3843504,3844652,-
1838699,1839535,-
3864419,3865378,+
