426658,426861,-
147457,147807,+
129357,130295,+
198165,198512,+
434186,434293,-
168676,168807,+
220401,220598,+
546190,546309,+
327045,327431,-
281993,282073,+
9791,9892,-
52848,53207,+
102344,102457,+
392582,393016,-
299047,299133,-
469707,469916,-
148557,148958,+
117745,118035,+
542081,542200,+
70899,72572,+
104760,104885,-
168634,168807,+
43189,43404,+
299485,299658,-
33463,33897,-
279799,280644,+
374846,374989,+
384148,385464,-
137531,138058,+
570788,570901,+
229470,229811,+
398298,398786,-
349914,350327,+
579846,3,+
75433,75642,+
28333,28449,+
78011,78124,-
188724,189326,+
216460,216678,+
559931,560050,-
102106,102408,-
236247,236621,+
428454,428627,+
149217,149360,+
360183,360329,-
275141,275272,+
417690,417779,-
417234,417317,-
129348,130295,+
406787,406921,-
211147,211344,+
57056,57175,-
38789,38977,+
268012,269247,+
454229,454357,-
187012,187263,+
571033,571386,-
229461,229811,+
73523,73648,+
287425,287529,+
571522,573243,-
215501,215881,+
31143,31703,-
220223,220438,+
64678,64935,+
194853,195461,-
280664,281086,+
160963,161391,+
345031,345165,+
87823,87936,-
98906,99112,+
63498,63680,+
48333,48929,+
541364,541792,+
286062,286385,-
529330,529434,-
356543,356701,+
38312,38440,+
349926,350327,+
221345,221578,-
351422,351526,+
566672,566752,-
125392,125850,+
441001,441180,-
349634,349777,-
418411,418545,+
85343,85555,+
316196,317308,+
335412,335495,-
349291,349620,+
332971,333123,-
86025,86141,-
394739,395110,-
182851,183189,+
429256,429378,+
120702,120860,+
247566,247910,+
521470,521868,-
141688,141834,+
267991,269247,+
135338,135553,+
214972,215142,+
491420,491530,-
560496,561938,-
179226,179834,+
73690,74580,+
214975,215142,+
383990,384088,+
2605,2760,+
140331,141266,+
558548,558880,+
187798,187911,+
69110,69196,-
307202,307342,+
362920,363138,-
570055,570450,-
407470,407784,-
82620,84044,+
271086,271874,+
82656,84044,+
509883,509960,-
73435,73635,-
226938,227087,-
313496,313768,+
360183,360365,-
223855,223965,-
308485,309009,+
390564,390959,+
78387,79079,+
41655,41756,+
158119,158247,+
439315,439497,-
136105,137028,+
62840,63058,+
556150,556311,+
186799,186891,-
534026,534322,+
188586,189326,+
211444,212070,+
403047,403169,+
496628,496918,-
74895,75077,-
522084,522314,-
574497,574577,-
63534,63680,+
151017,151328,+
466410,467546,-
48378,48929,+
82402,82539,+
424192,424350,-
134516,134728,-
232882,233034,+
169409,169564,+
219746,219868,+
527615,527902,+
377334,377435,-
446618,446734,+
546156,546248,-
222011,222532,+
41758,41853,+
430368,430556,+
473487,473963,-
204559,204885,+
41724,41933,-
444890,445045,+
566667,566828,+
315225,315353,-
522352,522468,-
147379,147807,+
348303,348773,+
81529,81714,+
377703,377975,-
253111,253995,+
483369,483554,-
13104,13331,+
172004,172126,-
234466,234849,+
185520,185915,+
185592,185915,+
297843,297968,-
141856,141945,+
347215,347448,+
28342,28449,+
490840,491163,-
472067,472366,-
231545,231673,+
332971,333102,-
499141,499227,-
211480,212070,+
48954,49190,+
30626,30787,+
70824,72572,+
415522,415623,-
308404,309009,+
237891,238193,+
237879,238193,+
153814,153939,+
266666,267091,+
356762,357214,+
290648,290731,+
221696,221779,+
525898,526002,+
270909,271874,+
439315,439458,-
558557,558880,+
85319,85555,+
221874,222005,+
362920,363156,-
513667,513912,+
51436,51519,+
