444413,444754,+
444890,445045,+
445197,445718,-
445854,446099,-
446618,446734,+
446888,447130,+
447248,447589,+
447790,448005,+
448189,448449,+
449408,449617,-
449665,449826,+
449887,450105,+
450414,450722,+
450734,451048,-
451197,451610,+
451613,452497,-
452792,453064,-
453119,453757,-
454394,454753,-
454766,455278,-
455450,455947,-
456055,456264,+
456327,456554,+
456872,457372,+
457347,458270,+
458260,458547,-
458932,459495,-
459615,460103,+
460126,460494,+
460497,460670,+
460685,460951,-
461015,461170,+
461189,461545,+
461558,461689,+
461682,462047,+
462619,463560,+
464215,464496,+
464646,464768,-
464829,465125,-
465424,466410,-
466410,467564,-
467571,468083,-
468152,468421,-
468530,469123,-
469110,469229,-
469278,469532,-
469578,469676,-
469707,470084,-
470077,471234,-
471305,471466,-
471533,471892,-
471899,472066,-
472067,472423,-
472817,472945,-
472884,473468,-
473487,473963,-
474006,474188,-
474261,474578,-
474650,474799,-
474898,475056,-
475099,475479,-
475526,475966,-
475970,476146,-
476411,476863,-
476960,477139,-
477168,478472,+
478473,479006,+
478999,479577,+
479882,480226,+
480691,480894,+
481329,481484,-
481632,482075,-
482251,483231,-
483369,483545,-
484070,484516,-
484592,484699,-
484947,485216,-
485242,487647,-
488009,488176,+
488474,488758,+
489058,489552,-
489839,490042,-
490232,490711,-
490840,491163,-
491201,491395,-
491420,491530,-
491534,491881,-
492143,492823,-
493223,493516,-
493624,493857,-
493912,494967,-
494984,496615,-
496628,496960,-
497086,497412,-
497437,498306,-
498316,499023,-
499543,499890,-
500051,500182,+
500261,500719,-
500720,501487,-
501530,501880,-
502109,502420,-
502422,502823,-
502828,504258,-
504260,504655,-
504752,505099,-
505099,505887,-
505909,506655,-
506671,507201,-
507194,507439,-
507823,508131,-
508134,508262,-
508288,508389,+
508420,508710,+
509003,509182,+
509198,509470,+
509502,509876,-
510093,510836,-
511373,512050,-
512053,512397,-
512404,512559,-
512770,513003,-
513027,513656,-
513681,513857,-
514131,514781,-
514791,514991,-
515249,515635,-
515819,516124,-
516527,517270,-
517376,518014,-
518024,518317,-
519104,519355,-
519468,519962,-
520140,520640,-
520689,521333,-
521470,521868,-
521880,522065,-
522084,522314,-
522352,522468,-
522811,523917,-
523948,524145,-
524151,525785,-
526029,526547,-
526987,527250,-
527251,527520,-
527971,528324,-
528358,528510,-
528604,529041,-
529087,529278,-
529330,529494,-
529532,530977,-
531056,531217,-
531220,531480,-
531669,532007,+
532056,533003,+
533041,533235,+
533271,533561,+
534026,534322,+
534319,534549,-
534556,535053,-
535114,535302,-
535318,536037,-
536041,537564,-
537803,538291,-
538351,538563,-
538576,538851,-
539023,539355,-
539633,539749,+
539846,540238,+
540510,541241,+
541364,541792,+
541789,542094,-
542266,542355,-
542365,542535,-
543066,543581,+
543606,544157,+
544562,544915,-
545171,545380,-
545380,545952,-
545962,546156,-
546515,546709,-
546880,547692,-
547664,548056,-
548354,548851,-
548867,549226,-
549210,549752,-
549792,549905,-
550019,550174,-
550803,550940,-
551040,551969,-
552018,552446,-
552447,552632,-
552696,552899,-
552896,553297,-
553423,553548,-
553558,553827,-
554122,554430,-
554430,555614,-
555784,555933,+
555934,556311,+
556437,557315,+
557305,557721,-
557726,558124,+
558239,558463,+
558548,558880,+
558939,559655,-
559665,559943,-
560291,560512,-
560496,561923,-
562014,562172,-
562605,562763,-
562782,563309,-
563512,563820,-
563993,564931,+
565075,565344,-
565447,566205,-
566186,566344,-
566387,566608,-
566783,567025,-
567143,567640,-
567627,568406,-
568399,568713,-
568732,569160,-
569883,570029,-
570055,570450,-
571033,571386,-
571522,573243,-
573259,574032,-
574042,574212,-
574351,574500,-
574855,575058,-
575081,575341,+
575470,576345,-
576357,577205,-
577268,578581,-
578989,579234,-
579224,580033,-
280616,281086,+
306295,306654,+
348883,349137,+
557774,558124,+
579846,3,+
12505,12681,-
15280,15396,+
17809,18414,+
26479,27030,+
28333,28449,+
28730,29305,+
29561,30124,+
30105,30260,+
30626,30787,+
39175,39291,+
41724,41933,-
42935,43093,+
43404,43565,+
44792,44917,+
51722,51835,+
52842,53207,+
63534,63680,+
67978,68094,+
69141,69254,+
73523,73648,+
74895,75029,-
75433,75642,+
75682,75816,+
78210,78326,+
81073,81294,+
82402,82539,+
82656,84044,+
85598,85942,+
86154,86276,-
86827,87033,+
87040,87210,+
87518,87634,+
87823,87936,-
89992,90366,+
93739,94134,+
94390,94548,+
102344,102457,+
103161,103304,+
104760,104885,-
111511,111789,+
113684,113866,+
117742,118035,+
121007,121165,+
123798,124010,-
133668,133799,-
137031,137177,-
137540,138058,+
138931,139293,+
141803,141916,+
143205,143318,+
144973,146136,+
147457,147807,+
147792,147941,-
147913,148053,+
149045,149233,-
149345,149506,-
159074,159298,-
